	total	sturm	wind	regen	wetter	witterung	schnee	kälte	hitze	wärme	wolken	frost	klima	blitz	fluth	gewitter	nebel	überschwemmung	grad_wärme	dürre	hagel	orkan	stürmen	regenguß	sonnenschein	schneefall	unwetter	bewölkter_himmel	tau	kühle	nordwind	regenwetter	grad_kälte	schönes_wetter	tauwetter	hochwasser	windstille	schneegestöber	westwind	südwind	schneesturm	ostwind	grad_frost	taifun	nachtfrost	schneemasse	niederschlag	hagelschlag	schnee_gefallen	schlechtes_wetter	regenzeit	heiterer_himmel	windstoß	kältegrad	sturmwind	schnee_bedeckt	wolkenbruch	blitzstrahl	platzregen	donnerschlag	wind_wetter	regenschauer	südwestwind	nordostwind	wetter_begünstigt	nordwind_barometer	anprall	heftiger_sturm	ungewitter	gewitterregen	schloßen	südostwind	windhose	hagelwetter	schneedecke	wirbelwind	gewölk	sonnenhitze	witterungsverhältnisse	gewitterwolke	blitzschlag	klimatische_verhältnisse	nordwestwind	brise	schneeflocken	frostwetter	frühlingswetter	windrichtung	sommerhitze	hochfluth	regentag	sturmfluth	schwemmung	schneetreiben	klimate	himmelsstrich	schneeverwehung	wasserhose	hagelkörner	winterkälte	schneewehen	seewind	naturereignis	scirocco	witterungswechsel	tornado	sonnenwärme	wärmegrad	herbstwetter	nordlichter	gewittersturm	fluthwelle	windsbraut	regenwolken	sommerwetter	strichregen	hagelschauer	landregen	wirbelsturm	winterwetter	landwind	regenfall	wetterwolken	sprühregen	seesturm	springfluth	nordweststurm	schneewetter	herbstregen	wolkenmasse	hitzegrad	wolkenschicht	wasserfluth	kalte	cyklon	sturmwetter	kahlfrost	mittagshitze	weststurm	südweststurm	staubregen	nordsturm	hagelschlossen	regenperiode	überfluthung	guß	schlackerwetter	herbstwitterung	aequinoctialsturm	gestöber	hagelsturm	hagelstücke	polarlichter	nebelwolken	reiffrost	frühlingswitterung	maiwetter	windstärke
1872	1808	144	119	174	114	87	52	48	69	59	67	18	42	20	31	38	26	30	10	37	36	37	13	21	13	8	136	21	11	15	3	3	1	3	4	6	15	2	3	1	2	4	2	3	4	1	5	15	6	3	6	2	6	4	1	2	3	4	1	5	1	6	1	1	7	3	5	3	5	2	15	5	40	17	3	1	0	1	0	9	0	1	1	5	0	0	1	1	1	0	0	2	0	0	2	1	0	3	7	1	1	2	2	1	1	0	0	2	1	9	1	1	4	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0
1873	2183	172	208	141	199	159	90	80	75	64	49	48	56	34	34	33	33	28	35	30	20	21	17	6	23	9	26	40	7	9	28	8	13	4	8	3	5	10	25	21	18	12	0	1	5	2	7	18	8	11	7	8	6	5	6	1	7	2	5	4	3	4	10	6	3	14	4	5	0	4	7	12	2	7	3	4	2	3	4	4	1	4	5	1	9	3	3	0	1	0	2	2	1	2	0	1	1	6	4	0	1	1	5	2	1	3	1	1	1	1	0	0	0	1	0	1	1	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
1874	1955	200	215	128	133	198	60	54	46	37	30	61	59	36	52	28	21	27	17	22	17	16	19	12	16	15	15	22	15	9	35	4	1	9	5	8	6	10	18	18	11	8	7	2	19	1	7	7	3	5	3	12	5	2	4	2	4	4	2	1	4	5	8	4	3	11	5	2	2	5	2	6	8	3	1	3	1	0	1	3	0	4	7	0	0	2	2	4	1	0	1	6	1	1	3	0	0	0	3	0	0	3	1	0	0	6	0	0	1	2	3	0	0	0	0	0	0	0	2	1	2	1	1	0	2	1	2	0	1	0	2	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0
1875	2143	188	266	130	166	114	100	94	57	68	56	51	47	27	49	36	30	31	5	37	20	18	19	24	29	19	27	5	19	13	12	8	11	2	3	12	10	11	6	10	17	11	8	0	5	9	10	8	6	4	0	10	3	9	6	4	4	2	2	3	9	3	3	6	3	3	9	1	0	3	0	6	5	2	11	3	4	5	1	4	3	7	2	7	0	1	0	5	3	4	2	1	3	5	1	2	0	0	1	7	5	2	1	1	2	0	0	2	0	6	0	7	0	2	2	0	0	3	3	0	1	1	0	0	0	2	2	0	0	1	0	0	0	2	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	0	0
1876	3000	183	242	174	141	336	76	73	73	50	43	59	37	25	37	35	32	56	156	21	10	14	10	9	17	20	3	149	13	18	54	17	36	10	23	21	9	15	43	77	22	53	44	2	9	13	4	11	6	2	3	65	2	14	14	4	3	6	4	1	6	3	35	47	1	22	10	4	2	8	0	25	0	1	4	11	2	6	5	4	1	6	25	4	2	0	1	1	1	6	2	4	2	3	4	0	1	0	0	4	4	0	1	1	2	0	1	0	3	0	1	0	0	1	1	2	0	2	2	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	2	1	0	1	1	0	1	0	0	3	0	2	0	0	0	1	0	0	0	0	0	0	0
1877	2898	300	177	186	171	252	127	98	50	78	53	94	74	35	38	40	54	54	55	20	16	17	16	26	33	32	21	69	9	17	35	16	44	9	7	46	10	9	24	28	16	31	16	0	19	13	15	8	5	5	1	30	2	8	8	4	2	4	4	4	2	6	21	25	4	10	13	6	3	6	0	10	0	3	8	3	4	4	14	1	4	5	14	2	3	2	2	4	5	4	2	7	5	4	0	0	4	0	3	3	5	0	3	1	3	0	2	0	2	0	0	3	0	0	1	1	2	1	3	1	1	1	0	0	0	0	2	1	0	0	0	0	1	0	0	1	2	1	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	2	0	1	0
1878	2076	158	204	131	155	124	96	89	56	64	51	54	48	26	29	33	82	35	58	17	8	8	18	19	18	14	11	58	8	11	19	12	11	4	11	23	5	5	15	17	16	5	7	2	10	8	11	7	6	0	0	22	4	8	3	2	2	4	2	2	6	6	6	5	6	13	8	3	2	4	2	7	5	0	3	3	0	1	4	1	3	1	8	1	0	2	4	4	0	0	1	0	3	1	1	1	2	1	1	1	3	0	1	2	0	0	0	2	4	0	0	0	0	0	0	5	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	2	0	0	0
1879	2644	235	200	167	187	138	131	105	60	85	51	75	45	56	49	39	31	75	124	20	15	20	15	17	23	51	26	98	9	20	12	14	30	7	17	27	5	13	5	7	9	6	26	6	4	15	2	4	3	2	1	47	3	6	5	4	8	4	4	4	8	4	4	3	3	19	7	1	4	5	0	3	1	2	4	3	0	0	3	4	4	7	0	0	1	6	1	3	2	5	5	1	6	1	0	1	1	0	0	0	2	5	0	1	1	0	3	1	1	1	1	0	0	3	2	4	1	1	0	2	0	5	0	3	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	3	0	1	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0
1880	2844	264	229	208	172	118	132	111	76	83	66	68	46	56	98	65	62	46	68	27	20	24	22	25	36	20	35	62	7	25	11	8	31	5	28	15	11	13	14	7	21	7	11	3	9	15	3	12	6	4	5	34	9	4	6	5	25	6	4	6	1	10	7	3	3	35	5	3	2	4	4	0	12	5	6	7	6	1	9	1	8	6	4	2	3	5	3	4	2	8	5	1	0	6	0	0	1	1	2	3	5	2	1	1	2	0	2	0	1	0	0	0	3	2	2	4	1	1	6	0	0	0	0	1	1	1	1	0	1	1	0	3	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
1881	2560	270	251	194	180	144	120	78	67	104	85	68	41	50	64	52	69	30	14	29	13	22	18	13	37	17	28	13	12	22	21	12	25	5	10	12	8	7	5	5	16	3	8	0	14	18	14	7	4	5	1	13	9	8	8	4	4	8	4	8	6	5	11	3	6	6	5	3	1	5	2	1	5	2	1	3	5	3	7	2	5	3	1	3	3	0	4	4	3	7	2	0	2	2	0	3	2	3	1	1	1	3	2	0	0	0	3	1	2	1	0	1	0	0	4	2	0	6	1	2	1	0	0	2	0	1	0	2	1	0	0	2	0	1	3	1	2	0	2	3	0	1	0	0	1	0	2	1	0	0	0	0	0	0	1	0	1	1
1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1883	3834	265	334	346	312	225	224	118	103	139	96	85	79	88	89	59	59	68	139	37	34	45	19	38	46	35	20	1	21	34	28	14	22	12	20	47	10	7	12	6	18	23	38	1	6	15	10	12	6	4	4	2	7	15	5	7	7	11	19	7	9	9	3	9	2	0	9	3	2	10	1	8	2	0	13	3	3	6	6	3	11	11	4	0	12	3	2	6	1	9	3	2	7	4	1	0	12	2	2	5	6	1	3	1	5	1	2	1	2	0	1	6	10	0	1	1	1	2	3	0	2	1	6	4	0	0	0	1	0	1	1	0	1	2	0	0	3	1	2	2	1	1	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	1
1884	3257	257	277	277	232	209	164	119	89	127	82	128	103	71	74	56	56	43	64	39	29	23	22	26	54	27	31	1	25	26	17	11	22	5	23	14	6	7	5	7	15	11	15	0	21	13	15	17	10	2	3	1	13	6	6	5	4	8	7	0	12	7	9	5	8	0	2	4	1	9	3	2	1	1	6	2	2	2	7	9	11	3	2	3	9	2	2	7	3	4	2	2	1	5	0	4	3	1	8	4	4	2	0	1	3	0	6	4	1	0	5	1	2	1	1	5	1	2	3	1	0	1	0	2	2	1	0	0	1	0	0	1	1	0	1	2	4	0	0	1	0	2	1	0	1	0	2	0	0	0	0	0	0	1	0	0	2	0
1885	3184	253	226	308	197	182	112	80	126	154	82	61	96	165	60	111	49	27	69	62	43	19	20	19	44	20	37	3	19	42	6	21	13	3	8	8	9	8	2	6	10	3	17	0	10	1	19	18	4	4	7	1	12	1	5	6	6	20	16	5	5	9	3	0	6	0	9	3	4	14	4	1	2	8	6	4	6	5	8	7	16	13	2	4	2	4	5	3	4	10	3	2	5	4	3	3	2	2	4	1	0	1	2	0	2	0	2	0	0	0	1	7	2	1	0	2	4	2	3	2	0	3	1	2	1	0	0	0	1	2	0	2	1	0	0	0	2	0	0	2	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
1886	3207	212	295	281	226	167	198	113	72	118	98	79	95	97	57	85	79	32	65	46	37	23	23	25	33	42	30	1	21	44	7	12	12	10	12	38	3	11	9	8	28	8	9	0	14	18	12	13	7	0	4	1	4	3	5	2	7	10	11	8	4	7	2	4	4	0	5	3	7	3	2	1	2	1	2	6	4	1	10	6	17	8	1	6	3	2	3	15	3	4	3	2	1	4	4	2	9	0	7	1	2	1	0	0	4	0	2	2	1	1	4	3	2	2	3	0	0	2	1	3	1	0	1	3	0	0	0	3	1	0	1	0	0	0	3	0	0	1	0	0	0	0	0	3	1	0	1	1	0	2	0	0	0	0	0	0	1	2
1887	3465	254	264	265	238	222	181	89	96	159	128	96	82	68	60	87	61	36	115	31	49	34	29	29	46	49	30	0	11	28	22	16	25	4	14	18	7	8	34	9	10	26	36	1	27	5	40	14	6	6	4	0	5	3	7	4	4	3	4	7	10	7	15	8	8	0	4	2	1	4	3	9	2	3	9	6	10	3	7	2	4	3	4	5	1	2	3	6	5	3	0	3	6	8	7	3	7	0	1	8	0	1	3	0	2	1	3	2	1	0	1	1	1	4	2	1	1	0	5	1	1	3	0	1	1	1	0	1	0	3	1	2	0	0	4	0	1	2	1	0	0	3	0	5	1	1	0	0	0	2	0	1	0	0	1	1	0	0
1888	3643	306	249	286	233	268	226	147	61	125	79	122	57	83	67	59	49	71	79	34	29	17	17	25	44	53	37	1	18	33	27	23	34	7	16	42	11	17	17	16	32	9	17	0	12	25	51	2	13	5	8	1	5	12	5	8	6	8	10	5	7	7	13	5	3	2	12	0	3	4	3	9	2	1	9	4	5	3	8	2	14	1	3	5	8	12	6	8	4	12	15	4	9	6	2	0	19	0	2	2	7	1	6	2	3	0	3	1	2	1	4	3	0	0	3	2	2	4	1	5	0	6	1	2	1	0	0	2	1	2	1	2	1	0	3	1	2	1	2	0	0	0	0	2	3	1	1	0	0	1	1	1	0	0	1	0	0	1
